modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,13-gemmascope-res-16k,13753,references to boards and board membership,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13762,"phrases or expressions that indicate the word ""from.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13773,questions or statements that challenge the validity or perception of facts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13791,function calls related to object serialization and conversion to string format,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13810, numerical and data-related content,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13823,specific attributes related to product features and technological specifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13829, parentheses and their usages in code structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13831,terms related to arrival and arrival locations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13909,references and terminology related to cancer and its various treatments and effects,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13910,terms related to universality or collective experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13926,quantitative data related to health and nutrition studies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13947,specific events or outcomes related to ceremonies and formal functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13949, percentage values in text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13952,terms related to allegations and legal claims,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13962, markers indicating the start or end of a document segment,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13979, programming language constructs related to data types and variable assignments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13990,certain function-related keywords and identifiers in code snippets,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13997, programming-related terms and code structure,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14020,technical terms and concepts related to layered protocol models and system architectures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14040," references to the concept of ""use"" and its implications",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14041,marker tokens at the beginning of a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14057,expressions of frustration or humor in casual conversation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14067, descriptions of vehicle performance and user experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14076,elements related to comparative analysis and performance evaluations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14116,terms related to machine learning modeling and structural analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14126,terms related to frequency and oscillation in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14142,references to supplementary files or additional materials in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14141,keywords associated with academic or professional accomplishments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14165, statistical data relating to headache prevalence among different demographics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14177,code related to web api responses and relay actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14193,typographical characters used to denote formatting or notation in text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14194,comparative language and phrases related to support or evidence in arguments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14213,the start of new sections or significant new content in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14291,references to various models and their configurations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14311,class and constructor definitions in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14334," instances of the word ""hold"" and its variations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14361,function definitions and method signatures in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14379," occurrences of programming-related keywords, particularly those associated with namespaces and using directives",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14380,names and terms related to causal inference models,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14419, programming-related keywords and terminology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14431,technical terms and phrases related to legal and medical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14448,discussion about methods and processes in research or technical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14451," occurrences of the word ""render"" in various contexts related to programming or content rendering",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14465,dialogue and interactions among characters,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14504,elements and attributes related to vehicles and their accidents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14520,entities categorized by their classifications or groups,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14523, urls and web links,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14559," references to specific laws, countries, and cultural elements",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14599,"statements related to the state or condition of entities, particularly those using the verb ""is.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14604, words that express positive qualities or experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14625,phrases related to statistical estimation and values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14632, instances of formal document structure or formatting elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14643,references to teenagers and their experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14649,terms and phrases associated with men and masculine identity,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14683,terms related to changes and alterations in health or biological conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14688,terms related to data transfer and processing,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14695,references to walls or wall structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14702, words related to conflict and warfare,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14741, phrases indicating rumors or speculation about individuals and their circumstances,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14760, phrases related to documentation and clarifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14767,specific medical terminology and associated acronyms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14787,elements related to software code structures and message handling in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14793,phrases related to encountering and discussing problems or issues,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14801,elements related to legal procedures and documentation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14819,references to climate change and greenhouse gases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14832, non-zero symbols or mathematical operations in equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14860, specific mentions of formal titles or names in a descriptive context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14886, verbs related to service or assistance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14899, words related to theft and exploitation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14908,references to the start of new sections or paragraphs in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14910, numerical values associated with statistics or ratings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14927,comparative language and phrases denoting relationships between quantities or qualities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14944,"references to travel destinations and events, along with associated promotional content",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14956,geographical and locational attributes related to towns or communities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15002, references to specific situations or contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15004,java programming constructs and android application elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15011,references to documents and statements related to investment products and resumes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15018,technical terms related to medical procedures and conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15029,references to job opportunities in the tech industry,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15042,words and phrases related to diy projects and materials,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15061, javascript import statements and their associated components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15072,"references to ""smart"" technology and its applications",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15094,keywords and headings related to acknowledgments or notices in structured documents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15103,lines of code and programming syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15114,phrases indicating the performance or conditions of athletes and teams,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15162,references to characters and thematic elements related to shadows and light in narratives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15186, terms related to safety and risk assessment,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15199,references to funding and support in research documentation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15201,references to various types of pools and associated structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15213,keywords related to feedback and evaluation in clinical or educational contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15237, phrases related to movement or progression,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15247, markup elements in code or text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15258,specific coded references and structured data points related to scientific studies and results,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16111,terms related to plant cultivation and soil management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15279," mentions of the term ""current"" in relation to measurements or states",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15283, html and special character syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15290, instances of line breaks or formatting markers in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15294," references to legal or formal language, often associated with rules and provisions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15301, html elements and their attributes in a markup context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15329, the opening and closing tags associated with structured data or content in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15333,"the word ""at"" and its various forms or contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15344,terms related to statistical estimators and their properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15354,terms related to scientific and medical processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15368,terms related to medical conditions involving respiratory issues and sleep disorders,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15390,phrases expressing caution and carefulness in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15400,"special formatting or structure in the text, such as the presence of specific markers or tags",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15424, variables and function definitions in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15435,special characters and formatting symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15478,"terms and phrases related to ""special"" or unique characteristics",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15487,code snippets involving variable assignments and increment operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15513,terms related to scientific analysis and results,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15529,references to professional titles or qualifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15554,"terms related to medical or social conditions, particularly those involving disparity or categorization",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15563, instances of conditional statements and control flow structures in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15584,phrases related to comparisons or contrasts in situations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15590,"proper nouns, particularly names and legal terms",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15602,references to games and gaming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15616, conjunctions and transitions between statements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15641,"references to ""couples"" or ""pairing""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15658, mathematical expressions and symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15667,terms related to scientific classifications and biological entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15678,terms related to decision-making and analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15683,terms related to legal or contractual contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15694," occurrences of the word ""this""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15702,terms related to adoption and its variants,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15716,specific configuration and user account identifiers in coding and system setup contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15733,references to personal experiences and storytelling related to authorship and creativity,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15749,terminology related to scientific research and methodology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15758," references to spousal relationships, particularly focusing on the terms 'wife' and 'husband'",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15760,"instances of structured data or code snippets, particularly those that include mathematical or programming elements",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15783,percentages and proportions in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15794,terms related to source code and its management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15805,elements related to political accountability and ethical considerations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15810,reviews or recommendations related to services,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15823,connections and relationships between entities or concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15838,words and phrases related to fatigue and exhaustion,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15842, code block delimiters and function call endings in programming syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15852,instances of test results and their evaluations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15893, mathematical expressions and relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15898,content related to specific person names or identifiers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15907," occurrences of the word ""order"" in different contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15919,terms related to career planning and advancement,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15925,elements of similarity and conservation in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15938,statements about financial offers and their perceived value,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15944,document structure indicators or markers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15957,tags related to structured data operations and activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15964,the presence of structured data or logical programming syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,15989,references to specific academic citations or mentions of research papers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16010,"phrases related to understanding, learning, and talent development",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16016, descriptions and features of living spaces,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16022,terms related to social structures and their dynamics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16030, programming-related syntax and constructs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16066,references to data structures or visual elements related to bars or charts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16072,code structures and programming elements related to loops and conditional statements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16074,sequences of characters or patterns related to technical or programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16096, words that indicate immediacy or prompt actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16137, instances of comments or code snippets related to programming or software development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16151,references to mountains and mountainous landscapes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16159,quantitative data and estimates related to demographics and statistics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16170, elements related to programming structure and syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16176,specific terms related to medical conditions and statistical measures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16202,references to federal law and jurisdiction,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16214,references to online forums or discussions and their associated issues,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16223, aspects related to customer service and satisfaction,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16222,references to specific television seasons,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16233,color codes and formatting styles in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16247, qualifiers and adverbs that indicate exclusivity or emphasis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16258,urls or references related to video or multimedia content,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16265,phrases that indicate conversational context and personal commentary,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16283,the start of a new document or section,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16299," instances of the word ""an"" or its variants, indicating a focus on article usage",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16311, mathematical notations and equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16330,"instances of inquiry and questioning, often related to understanding or clarifying uncertainty",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16347, formatting indicators and structural elements in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16353,references to bands and invitations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16370, html and xml attributes and their associated values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,4153, mathematical notations and symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,208, the presence of specific punctuation marks and sentence structure indicators,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,209, numeric values and related dimensions or measurements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,200, code that includes conditional statements and logic blocks,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,202,instances of 'html' and related tags and keywords in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,206, patterns related to nested structures in data encoding,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,201, references to median calculations and related data structures in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,869,cooking-related verbs and actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2848," occurrences of the word ""bos""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,6082, code patterns or syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,1,references to people or groups of individuals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,3,references to scientific or technical terms related to biology and medicine,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,5,references to power dynamics and control in relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,7,specific technical terms and parameters related to coding and data structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,8,coding patterns and conditional statements related to state management and instance retrieval in a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,0,phrases indicating changes in state or condition,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,9,specific references to professional sports teams and players,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,4, keys and identifiers related to file handling and referencing,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,6,terms related to honesty and transparency in communication with the voters,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,2,instances of failure or unsuccessful attempts in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,11, html and javascript elements and their interactions in the document structure,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,12,elements related to collaboration and documentation in organized settings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,19, code-related constructs and functions within programming syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,14, references to web-related data structures and programming components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,16,urls or web addresses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,18,"references to data structures in programming, particularly bundles and instance states",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,13,instances of significant actions or events in the context of narratives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,17, code elements related to data processing and decoding functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,21,scientific and technical terminology relating to data analysis and biological factors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,24,prominent opening statements or introductory elements in text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,20,"references to the geographical term ""north"" and related concepts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,23,technical terms and phrases related to inventions and scientific processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,22," instances of the word ""present"" and its variations, indicating discussions around presentations or the act of presenting information",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,26,quantifiable statistics and numerical data related to sports or achievements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,27,technical terms and concepts related to object-role modeling and database queries,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,28, concepts related to self-reflection and humility in the context of personal growth and understanding imperfections,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,29,calls to action and promotion-related phrases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,25,references to product descriptions and conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,30, prepositions and their use in relation to various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,31, numerical values and mathematical constructs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,32, structured data or code elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,35,references to political topics or entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,33,conditional statements and checks related to boolean values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,34,technical expressions and mathematical notation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,36,references to specific individuals and their works within a list of contributors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,37, phrases related to confirming actions or assertions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,39, references to figures and visual data representations in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,38, references to academic resources and privacy policies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,40,references to membership or affiliations within groups or organizations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,41, code snippets related to style definitions or css stylesheets,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,43,special formatting elements or symbols frequently used in technical or mathematical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,44,the presence of technical formatting or code indicators in data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,13-gemmascope-res-16k,42,terms related to rewards and punishments,gpt-4o-mini,oai_token-act-pair
