modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,4-gemmascope-res-16k,3957, phrases related to patient-centered healthcare and interactions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3956,references to equality and social justice issues,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3954,dates and specific times mentioned in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3953,elements related to thread management and deadlock detection in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3952,phrases that describe common or typical patterns or behaviors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3951,references to friends and family,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3955,terms related to art and artistic production,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3950,terms related to defensive structures and architecture,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3969,terms related to tissue and its characteristics or conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3967,"words related to appeals or requests, often in the context of urging or pleading",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3966,terms related to density and clusters in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3965,"terms related to time, especially in the context of specific dates and periods",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3964,expressions of commitment and dedication,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3963," connections to mathematical symbols or structures, particularly in formal expressions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3962,"the occurrence of the word ""place"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3961, references to data handling and the concept of reviewing content,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3960,numerical values and references to time or dates,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3968,data types and their properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3972,words related to smells and scents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3971," punctuation marks, specifically those that convey questioning or uncertainty",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3970,exceptions and error handling in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3978,negations and expressions of scarcity or limitation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3976,"the verb ""am"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3979," occurrences of the term ""txt"" indicating file types",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3977,terms related to the act of interpreting or assessing information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3974,names and terms associated with malaysian politics and cuisine,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3973, sequences of backslashes followed by numbers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3988,specific code structures and syntax elements in programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3987,"references to ""approach"" or methodologies in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3986, html attributes and elements in web development contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3985,narrative structures or formatting elements in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3983, event listener declarations and function definitions in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3980,references to time-related phrases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3984,words related to job opportunities and qualifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3989,warnings and prohibitions regarding actions or behaviors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3982,mathematical notation and symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3990,words related to language and nationality descriptors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3994,titles and references to official documents or publications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3997,references to specific days and times,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3998," repeat occurrences of the keyword ""std"" and the ""open"" function in programming context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3991,quotes and statements made by individuals in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3999,technical terms and function definitions related to programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3993,scientific terminologies related to biological and medical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3996,legal terms and phrases related to rights and obligations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3992,references to the color brown in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,3995," proper nouns and names related to people, institutions, or geographical locations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4001,"the definite article ""the"" in various forms",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4004,elements related to form input types and attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4003,terms associated with wind energy and its effects,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4000,phrases that indicate throwing or targeting actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4002," references to the ""system"" namespace in code",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4009,"actions involving user interactions with devices, particularly related to buttons and clicks",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4008,"references to financial amounts, particularly cents and their variations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4007,structure or formatting elements in text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4005, components related to ssh and network security configurations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4006,references to south indian culture and cuisine,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4019,"the word ""which"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4012,"specific programming-related terms and functions, particularly those related to data structure and retrieval operations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4014,terms that denote conditions of evidence and legal standards being met,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4013,references to former or notable individuals and their accomplishments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4015,dates and numerical values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4018,terms related to the concept of meaning and its implications in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4017,references to hong kong and related geographic locations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4011,"negations or the presence of ""not"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4010,actions involving lifting or raising something or someone,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4016,"references to specific vehicle makes and models, especially in relation to recalls or safety issues",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4162,urls or other encoded paths,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4021,"instances of the word ""big"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4029, terms related to authorization tokens,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4028," html and javascript elements, particularly scripts and styles",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4027, sequences related to organization or structure in textual data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4026,references to legal sentences and terms related to sentencing,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4025,patterns of code or structured programming segments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4023,references to empty or null data structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4022, keywords and terms related to data persistence and pdf handling in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4020,references to awakening and consciousness,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4024, latex commands that denote mathematical operations or functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4030," the term ""stuff"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4038, html tags and formatting elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4035,references to clothing and garments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4034,numerical expressions and quantities in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4033,references to modal elements and their related functions in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4032,expressions related to probability and statistical analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4039,occurrences of latex package references in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4036,references to academic or research institutions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4037,references to examinations or evaluations in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4049,normalized phrases related to text messaging etiquette and communication guidelines,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4046,references to unspecified entities or subjects,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4045,elements and attributes related to html coding,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4044,terms related to subscriptions and newsletter sign-ups,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4043,terms related to heterotrophic organisms and their nutritional processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4041,references to content that should be accessed via links or urls,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4040,references to hindsight and retrospective analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4047, punctuation marks and delimiters in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4042,"specific symbols and formatting elements, particularly in programming or mathematical contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4048, sequences of characters that may represent numerical or coded data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4059,"links or references, particularly in the context of cited research findings",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4058, javascript properties and methods related to dom manipulation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4057,colons that denote sections or lists in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4056, concepts related to layout and arrangement in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4051," instances of the word ""read"" or its variations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4050,function calls related to user interface interactions in web development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4054, concepts related to technical procedures and measurements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4053,phrases indicating ongoing actions or evaluations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4055,"words associated with the passage of time, particularly indicating future events",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4052,mentions of temperature conditions in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4065,references to places and locations in florida,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4064, phrases related to economic impacts and societal discussions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4063,terms related to financial or legal misconduct,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4062,phrases expressing interest or engagement in a topic,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4061,phrases related to taking care or responsibility for someone or something,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4060, verb forms and variations that signify actions or states,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4067,references to specific medical conditions or treatments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4069,"references to ""white"" as a descriptor in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4066, keywords related to domestic issues and contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4070,keywords related to sales and transactions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4079,"the name ""james"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4076,terms related to healthcare professionals and their roles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4072,expressions related to the concept of burden and its emotional or physical implications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4071,"references to specific measurements, locations, or identifiers related to biological and environmental subjects",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4075,references to the city of london,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4077, references to significant dates and historical events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4078,requirements or obligations regarding actions or decisions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4073,assertive statements about existence or significance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4074,"instances of the term ""post"" and relevant session management keywords in a code context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4089, segments of code and programming syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4087,terms related to arrests and legal charges,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4086, html attributes in form elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4085," occurrences of the word ""index""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4083,terms related to technical expertise and assistance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4082,symbolic or graphical notations typically used in mathematical or programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4081,references to academic or educational institutions and publications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4080, mathematical expressions or operations involving square roots and simplifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4088,legal terminology related to prosecution and criminal charges,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4084, references to bathrooms and related plumbing fixtures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4098,terms related to authentication and identity verification processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4094,highly specific scientific terms and phrases related to luminescence and ultrafast phenomena,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4093,references to input and output data structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4092,alphanumeric sequences and numeric data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4090,mentions of educators and teaching roles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4097,"references to healthcare, specifically regarding medical staff and their roles",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4091,subtle hints or indicators of specific actions or functionalities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4095,details pertaining to funeral arrangements and memorial services,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4099,metadata and coding structures in html or xml documents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4102,themes related to medical treatments and conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4101,html elements related to buttons,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4100,decreasing scores or negative trends in performances,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4108,acronyms and proper nouns related to organizations and their affiliations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4107, indicators of list-like structures or enumerations in discussions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4106,intensifiers and phrases expressing strong emotions or emphasis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4105,references to positive experiences or successful events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4104,"names and surnames of individuals, particularly in academic or professional contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4109,structured data or object-like representations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4103,references to cellular structures and functions within various biological contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4119,various types of query parameters in urls,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4118,references to specific divisions within a legal or administrative context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4117,labels and ui component identifiers in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4113,official legal terms and phrases referencing court orders and judgments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4115, phrases or references to specific publications or entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4112, numerical values and their relationships within a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4111,references to decades or periods of ten years,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4116, sequences of numerical data or identifiers within a technical context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4110,technical terminology and references related to statistics and research methodologies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4114, expressions of looking forward to future events or experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4120,references to various types of books and portable electronic devices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4121," occurrences of the word ""other"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4127, phrases indicating presence or references to specific entities or concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4125,expressions of confusion or uncertainty,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4124,phrases indicating a deficiency or absence of something,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4129, names and titles relevant to specific individuals or entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4128,urls and references related to the world wide web consortium (w3c) and web standards,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4122, procedural language and transitional phrases in a structured argument or narrative,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4126,terms related to user interface elements and their interactions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4123,terms and phrases related to privacy policies and practices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4134,names of places and geographical locations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4131, programming constructs and annotations related to visibility and control flow,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4130,references to boys or male characters,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4135,references to software licenses and usage conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4132,"keywords and terms related to programming structures, definitions, and specific programming contexts (such as meta information and function definitions)",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4136,mathematical expressions and symbols related to functions and equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4139, punctuation and special characters,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4138, hyperlinks and their related attributes in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4137," occurrences of the term ""ca"" and its variations, likely pertaining to ""calcium.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4141," the word ""as"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4140,references to images and photographs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4142,"relationships and familial connections, particularly regarding spouses and their history",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4143, system-related commands and function calls in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4149,programming libraries and functions commonly used for data manipulation and visualization,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4147, acknowledgments and funding statements in research papers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4146,patterns and structures in regular expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4144,terms and phrases related to legal statutes of limitations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4145,references to local history and institutions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4148,phrases related to declarations or statements made in a legal or formal context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4156, code structure or package declarations in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4153,code-related syntax and operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4152,comparative phrases indicating preference or alternatives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4150,complex mathematical expressions and structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4158,quantitative descriptors and comparisons,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4151, references to java programming language concepts or components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4159, occurrences of programming intents in android development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4155,references to governmental entities and structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4165,references to quantitative data and statistical terms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4164,elements and operations related to programming data structures and collections,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4163,legal terminology related to court proceedings and case analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4161,legal citations and references to prior case law,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4167,elements related to data processing and algorithms in research contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4168,references to sundays and related events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4169, references to error handling mechanisms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4166,keywords and terms related to software build systems and configuration files,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4160," references to specific terms or classifications in a structured context, particularly in technical or regulatory content",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4178,references to community engagement and social initiatives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4177, comparison operators and logic for conditional expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4173, references to http-related terms and concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4172,words or phrases that start with the letter 'th',gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4170, terms related to technical documentation or coding structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4171," instances of the word ""goto"" and various types of mathematical package inclusions, particularly related to amsmath and amssymb in a programming context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4174, temporal indicators and the beginnings of events or processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4175,technical terms related to measurements and assessments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4179,phrases indicating support or enhancement in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4176,references to geographic locations or place names,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4188,"references to the action of rolling, particularly in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4185, prepositions and phrases that establish relationships or connections,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4184, sequences of numbers or numerical expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4183," terms related to view components in programming, particularly in web frameworks",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4182,variations of numbers and formats typically associated with coding or data representation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4189,mathematical variables and functions related to equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4187,references to personal relationships and familial connections,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,4-gemmascope-res-16k,4186,words related to people's beliefs or personal experiences,gpt-4o-mini,oai_token-act-pair
